"cricinfo_id","headshot_image_url","headshot_primary_image_url","headshot_secondary_image_url"
22189,"https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png"
16882,"https://www.espncricinfo.com/db/PICTURES/DB/032005/058557.player.jpg","https://www.espncricinfo.com/db/PICTURES/DB/032005/058557.player.jpg","https://www.espncricinfo.com/db/PICTURES/DB/032005/058557.player.jpg"
16882,"https://www.espncricinfo.com/db/PICTURES/DB/032005/058557.player.jpg","https://www.espncricinfo.com/db/PICTURES/DB/032005/058557.player.jpg","https://www.espncricinfo.com/db/PICTURES/DB/032005/058557.player.jpg"
1126066,"https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png"
1349477,"https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png"
526440,"https://www.espncricinfo.com/db/PICTURES/CMS/243300/243353.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/243300/243353.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/243300/243353.1.jpg"
288284,"https://www.espncricinfo.com/db/PICTURES/CMS/316600/316622.png","https://www.espncricinfo.com/db/PICTURES/CMS/316600/316622.png","https://www.espncricinfo.com/db/PICTURES/CMS/263500/263531.1.jpg"
288284,"https://www.espncricinfo.com/db/PICTURES/CMS/316600/316622.png","https://www.espncricinfo.com/db/PICTURES/CMS/316600/316622.png","https://www.espncricinfo.com/db/PICTURES/CMS/263500/263531.1.jpg"
928015,"https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png"
928015,"https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png"
926651,"https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png"
1078693,"https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png"
928067,"https://www.espncricinfo.com/db/PICTURES/CMS/367800/367860.png","https://www.espncricinfo.com/db/PICTURES/CMS/367800/367860.png","https://www.espncricinfo.com/db/PICTURES/CMS/367800/367863.4.jpg"
1168667,"https://www.espncricinfo.com/db/PICTURES/CMS/322000/322010.png","https://www.espncricinfo.com/db/PICTURES/CMS/322000/322010.png","https://www.espncricinfo.com/db/PICTURES/CMS/316100/316113.png"
464110,"https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png"
407265,"https://www.espncricinfo.com/db/PICTURES/CMS/316600/316676.png","https://www.espncricinfo.com/db/PICTURES/CMS/316600/316676.png","https://www.espncricinfo.com/db/PICTURES/CMS/206000/206007.1.jpg"
407265,"https://www.espncricinfo.com/db/PICTURES/CMS/316600/316676.png","https://www.espncricinfo.com/db/PICTURES/CMS/316600/316676.png","https://www.espncricinfo.com/db/PICTURES/CMS/206000/206007.1.jpg"
747067,"https://www.espncricinfo.com/db/PICTURES/CMS/322100/322120.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/322100/322120.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/322100/322120.1.jpg"
308408,"https://www.espncricinfo.com/db/PICTURES/CMS/324300/324366.png","https://www.espncricinfo.com/db/PICTURES/CMS/324300/324366.png","https://www.espncricinfo.com/db/PICTURES/CMS/157000/157088.1.jpg"
272385,"https://www.espncricinfo.com/db/PICTURES/CMS/313600/313645.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/313600/313645.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/313600/313645.1.jpg"
272385,"https://www.espncricinfo.com/db/PICTURES/CMS/313600/313645.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/313600/313645.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/313600/313645.1.jpg"
707177,"https://www.espncricinfo.com/db/PICTURES/CMS/179100/179123.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/179100/179123.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/179100/179123.1.jpg"
662235,"https://www.espncricinfo.com/db/PICTURES/CMS/324200/324232.png","https://www.espncricinfo.com/db/PICTURES/CMS/324200/324232.png","https://www.espncricinfo.com/db/PICTURES/CMS/313600/313648.1.jpg"
